PUNTO_VENTA;CODIGO_PDV;PV.NOMBRE||'|'||EQU.NOMBRE;SFLEX.PKG_CIFRAR.FUN_DECRYPT(EQU.DIRECCION_MAC)
17828;20296;EL CASINO | EL CASINO;2C:F0:5D:22:DF:47
18999;21160;EL CASTILLO- 1359  | EL CASTILLO;1C:69:7A:12:7F:4C
17890;20284;EL CENTRO SAN MARTIN | EL CENTRO SAN MARTIN;A8:A1:59:78:73:7B
17255;20011;EL CHARRASCAL | EL CHARRASCAL;2C:F0:5D:22:DD:A4
17659;20331;EL COOPERATIVO | EL COOPERATIVO;1C:69:7A:12:7B:35
17783;20312;EL DORADO PRINCIPAL | EL DORADO PRINCIPAL;30:9C:23:9A:7C:68
17660;20365;EL ESQUINAZO ELECTRICO | EL ESQUINAZO ELECTRICO;4C:CC:6A:D7:11:E2
17655;20313;EL HOSPITAL | EL HOSPITAL;D8:CB:8A:EB:BA:79
17796;20302;EL JARDIN - PTO RICO | EL JARDIN PTO RICO;A8:A1:59:B0:C5:DB
17795;20297;EL LAVADERO | EL LAVADERO;4:7C:16:B4:3C:7F
17928;21145;EL MALECOM | EL MALECOM;D8:BB:C1:95:CD:F3
17924;21190;EL MARFIL - PRINCIPAL GAITAN 1 | PRINCIPAL MARFIL2824;30:9C:23:DC:2A:41
17670;20324;EL MORICHAL | EL MORICHAL;04:7C:16:B4:3C:79
17968;21151;EL OASIS 1 | EL OASIS;D8:BB:C1:04:25:0B
17750;20285;EL PARAISO GRANADA 1 | EL PARAISO GRANADA;1C:69:7A:12:7F:74
17653;300018;EL PARQUE | EL PARQUE ACACIAS;9C:6B:00:46:F5:16
17881;20253;EL PARQUE SAN MARTIN | EL PARQUE SAN MARTIN;04:7C:16:B4:3C:8F
17918;21188;EL POPULAR | EL POPULAR gaitan;D8:BB:C1:DE:9E:60
17702;20273;EL PORFIN | EL PORFIN;D8:CB:8A:ED:87:DB
17773;20342;EL PRADO | EL PRADO;A8:A1:59:99:31:F4
17709;20231;EL PROVEEDOR | EL PROVEEDOR;2C:F0:5D:EA:8B:D2
17827;20243;EL QUINDIANO | EL QUINDIANO;04:7C:16:B4:3C:34
17274;20027;EL RUBI | EL RUBI;A8:A1:59:99:2F:27
17669;21124;EL SAMAN ACACIAS | EL SAMAN;00:D8:61:03:23:CE
17888;20244;EL SOL SAN MARTIN | EL  SOL SAN MARTIN ;0:D8:61:3:37:2F
17888;21163;EL SOL SAN MARTIN | EL SOL SAN MARTIN;2C:F0:5D:EA:FE:E3
17069;21103;EMPORIO | EMPORIO;70:8B:CD:A0:88:52
17065;21113;EMPORIO FISCALIA | EMPORIO FISCALIA;2C:F0:5D:EA:8A:91
17063;21104;ESMERALDA |  ESMERALDA;D8:BB:C1:04:22:49
17313;20056;ESPECIALIZADO PORFA | ESPECIALIZADO PORFIA;A8:A1:59:B0:CC:67
17302;20048;ESPECIALIZADO PORFIA  | ESPECIALIZADO PORFIA 3;2C:F0:5D:EA:FD:C6
17314;20057;ESPECIALIZADO PORFIA DOS | ESPECIALIZADO PORFIA 2;2C:F0:5D:EA:8A:8A
17961;21153;ESTACION ESSO POMPEYA | ESTACION ESSO POMPEYA;00:D8:61:03:1D:A5
17239;302703;EVENTOS ZONA  | EVENTOS ZONA 1;00:00:00:11:12
17043;19930;EXITO CENTRO  1 | EXITO CENTRO 1;30:9C:23:9B:13:EB
17047;19931;EXITO CENTRO  2 | EXITO CENTRO 2;2C:F0:5D:EB:02:84
17049;21200;EXITO CENTRO BALOTO | EXITO CENTRO BALOTO;0C:00:00:00:E5:D0
17883;20269;FRUTIMETA | FRUTIMETA;1C:69:7A:1C:0B:BA
17030;19684;FUNDACION | FUNDACION ;2C:F0:5D:EB:00:BB
17717;20305;GAITAN | GAITAN;30:9C:23:9A:7C:69
17256;20012;GERMAN ARCINEGAS | GERMAN ARCINIEGAS;70:85:C2:D2:97:B1
17034;19885;GOBERNACION  1 | GOBERNACION 2;D8:BB:C1:04:24:FE
17050;19884;GOBERNACION  2 | GOBERNACION 1;A8:A1:59:99:32:02
17222;19889;GRAMA | GRAMA;30:9C:23:DC:53:F7
17224;21114;GRAMA DOS | GRAMA DOS;4C:CC:6A:D7:12:24
17277;20032;GRAN RESERVA  1 | GRAN RESERVA 3 ;50:46:5D:71:9:E1
17301;20047;GRAN RESERVA  2 | GRAN RESERVA 2;1C:69:7A:17:4F:2D
17309;20054;GRAN RESERVA  3 | GRAN RESERVA 1;2C:F0:5D:22:DF:EE
17679;20363;GUARATARA | GUARATARA;30:9C:23:9B:14:5D
17257;20013;GUATAPE | GUATAPE;30:9C:23:9A:7C:52
16190;20371;HELADERIA SABROSURA | HELADERIA SABROSURA;A8:A1:59:99:2F:B8
17762;20277;HOSPITAL GRANADA | HOSPITAL GRANADA;FC:AA:14:C5:90:7C
17763;20292;HOSPITAL GRANADA E2 | HOSPITAL GRANADA E2;A8:A1:59:78:74:06
17013;19945;HOSPITAL VILLAVICENCIO | HOSPITAL VILLAVICENCIO;D8:BB:C1:04:23:20
17707;20304;HOTEL CORDILLERA | HOTEL CORDILLERA;2C:F0:5D:EA:F6:D6
17039;19932;HOTEL META  1 | HOTEL META 1;30:9C:23:9F:0B:47
17056;19933;HOTEL META  2 | HOTEL META 2;1C:69:7A:1C:0C:83
17663;20327;INDEPENDENCIA | INDEPENDENCIA;70:85:C2:D2:97:36
17686;20361;INDEPENDENCIA 2 | INDEPENDENCIA;0
17710;20218;INDUSTRIALES | INDUSTRIALES;2C:F0:5D:EA:8A:17
17844;20265;JARDIN DE PEÑAS | JARDIN DE PENAS;BC:0F:F3:6B:07:39
17684;20348;LA 14 CENTRO | LA 14 CENTRO;D8:B0:C1:95:02:BE
17685;20360;LA 15 ACACIAS | LA 15 ACACIAS;70:85:C2:D2:9D:A9
17903;21137;LA 18 PTO LOPEZ 2 | LA 18 PTO LOPEZ;30:9C:23:DC:50:93
16284;20376;LA ALCALDIA | LA ALCALDIA;04:7C:16:B4:3C:80
17014;19937;LA AZOTEA | LA AZOTEA;4C:CC:6A:D7:12:D7
17897;302731;LA BRASA | LA BRASA;2C:F0:5D:EA:8A:95
17711;20259;LA CATEDRA | LA CATEDRA;30:9C:23:9A:7C:51
17662;20333;LA CATORCE | LA CATORCE;A8:A1:59:B0:CA:06
17662;20182;LA CATORCE | LA CATORCE ACACIAS;2C:F0:5D:EA:8B:35
17812;20240;LA CATORCE - FUENTE DE ORO | LA CATORCE FUENTE DE ORO;00:D8:61:03:37:3D
17956;20300;LA COOPERATIVA- PIÑALITO | LA COOPERATIVA PINALITO ;00:D8:61:03:1B:98
17244;20000;LA CUNCIA | LA CUNCIA;2C:F0:5D:EA:89:9B
17825;20239;LA ESTRELLA - VISTA HERMOSA 1 | LA ESTRELLA VISTA HERMOSA ;30:9C:23:28:1A:AC
17258;20014;LA FLORIDA | LA FLORIDA;4C:CC:6A:D7:12:30
17692;20354;LA FLORIDA ACACIAS | LA FLORIDA ACACIAS;D8:BB:C1:95:CE:3D
17950;20227;LA JULIA PRINCIPAL | LA JULIA PRINCIPAL;30:9C:23:DC:40:B9
17652;20209;LA MACARENA 1 | LA MACARENA SAN JUAN;A8:A1:59:78:7E:E9
17946;20319;LA MACARENA 2 | LA MACARENA;2C:F0:5D:EA:8A:89
17270;20024;LA MADRID  | LA MADRID 2;D8:BB:C1:04:3A:D1
17884;20198;LA NACIONAL | LA NACIONAL;94:DE:80:17:66:74
17884;20199;LA NACIONAL | PEDRO DAZA;D8:BB:C1:95:C2:E1
17319;20061;LA NOHORA | LA NOHORA ;1C:69:7A:17:4D:96
17667;20338;LA ONCE | LA ONCE;30:9C:23:9A:7C:F6
17673;20356;LA PLAZA DOS | LA PLAZA DOS;30:9C:23:DC:1B:6F
16192;20372;LA PLAZA RESTREPO | LA PLAZA RESTREPO;D8:BB:C1:95:CC:61
17240;21115;LA PLAZA ZONA  | LA PLAZA ZONA 1;A8:A1:59:B0:C4:AD
17722;20267;LA QUINCE | LA QUINCE ;D8:BB:C1:04:22:A6
17259;20015;LA ROCHELA | LA ROCHELA;A8:A1:59:B0:C6:07
17260;19385;LA SEXTA 1 | LA SEXTA VILLAVICENCIO;A8:A1:59:78:80:CC
17800;20203;LA SEXTA 2 | LA SEXTA PT LLERAS;94:C6:91:35:44:A4
17898;300005;LA SEXTA PUERTO LOPEZ | sexta puerto lopez;D8:BB:C1:DE:9E:5C
17658;20316;LA TIZA | LA TIZA;4C:CC:6A:D7:12:B4
17688;20349;LA TIZA DROGUERIA | LA TIZA DROGUERIA;A8:A1:59:66:0C:D2
17899;21136;LA TORRE | LA TORRE;70:8B:CD:A1:D1:9E
17720;20233;LA TRECE COCACOLA | LA TRECE COCACOLA ;8C:89:A5:DD:93:68
17712;20236;LA TREINTA | LA TREINTA ;A8:A1:59:B0:E8:98
17900;21138;LA UNION | LA UNION;9C:6B:00:46:F4:9F
17261;20016;LA VEGA | LA VEGA;A8:A1:59:B0:C5:DC
17295;20043;LAS ACACIAS | LAS ACACIAS;D8:CB:8A:50:D6:29
17671;20322;LAS ACACIAS - ACACIAS | LAS ACACIAS ACACIAS;A8:A1:59:66:0E:82
17291;20040;LLANO LINDO | LLANO LINDO;A8:A1:59:99:2F:AD
17016;19386;LLANOCENTRO | LLANOCENTRO;30:9C:23:28:19:98
17015;19456;LLANOCENTRO E | LLANOCENTRO E2;04:7C:16:B4:3C:39
17713;20237;LOS SAMBOS | LOS SAMBOS;2C:F0:5D:EB:0D:AE
17051;19886;LOTERIA DEL META | LOTERIA DEL META;D8:BB:C1:04:22:8E
17656;20314;MANCERA | MANCERA;30:9C:23:9F:0B:4C
17668;20329;MANCERA2 | MANCERA 2;D8:BB:C1:95:C2:DC
17060;21105;MERKAFACIL | MERKAFACIL;1C:69:7A:1C:04:44
17017;19950;MODULO  DE AGOSTO | MODULO 7 DE AGOSTO ;94:C6:91:35:0C:85
17947;20286;MODULO ALTO BODEGA | MODULO ALTO BODEGA;FC:AA:14:C5:93:31
17809;20298;MODULO CASIBARE | MODULO CASIBARE;A8:A1:59:66:0E:76
17836;20254;MODULO CAÑO AMARILLO | MODULO CANO AMARILLO;30:9C:23:DC:3E:B8
17803;20261;MODULO CAÑO RAYADO 1 | MODULO CANO RAYADO;04:7C:16:B4:3C:2D
17850;20307;MODULO CENTRO - MESETAS | MODULO CENTRO  MESETAS;D8:BB:C1:DE:B1:94
17690;20350;MODULO CHICHIMENE | MODULO CHICHIMENE;BC:0F:F3:6B:05:5D
300013;20294;MODULO DOCE DE OCTUBRE - 4500 | MODULO DOCE DE OCTUBRE;A8:B1:3B:7A:8A:67
17875;20250;MODULO DOS QUEBRADAS | MODULO DOS QUEBRADAS;D8:BB:C1:95:CE:3F
17070;21130;MODULO DROGUERIA PIPIRAL | MODULO DROGUERIA PIPIRAL;2C:F0:5D:EA:8A:36
300551;302706;MODULO EL TORO | MODULO EL TORO;84:A9:3E:07:29:4D
17769;20345;MODULO EL TRIUNFO 1 | MODULO EL TRIUNFO ;30:9C:23:DC:38:12
17948;20281;MODULO EL VERGEL | MODULO EL VERGEL;C0:3F:D5:A2:8F:DB
17235;21161;MODULO INDUSTRIAL | MODULO INDUSTRIAL;A8:A1:59:66:0C:DD
17942;20308;MODULO LA COOPERATIVA 2 | MODULO LA COOPERATIVA;A8:A1:59:78:74:A7
17861;20272;MODULO LA CRISTALINA | MODULO LA CRISTINA;84:69:93:6D:5:7A
17861;302702;MODULO LA CRISTALINA | MODULO LA CRISTALINA;BC:0F:F3:6B:05:67
17285;20035;MODULO LA MADRID  | MODULO LA MADRID 5;F8:B4:6A:B1:93:9C
17759;20280;MODULO LA RESERVA | MODULO LA RESERVA;2C:F0:5D:EB:03:BE
17689;20355;MODULO MONTEBELLO | MODULO MONTEBELLO;00:D8:61:03:34:A4
17931;300002;MODULO MURUJUY | MODULO MURUJUY;7C:4D:8F:A4:89:CF
17845;20291;MODULO ORIENTE | MODULO ORIENTE ;30:9C:23:1F:0E:7F
17891;20293;MODULO PARAISO 2 | MODULO PARAISO 2;A8:A1:59:78:72:E9
300008;300016;MODULO PUERTO RICO  - 3451 | MODULO PUERTO RICO;4C:CC:6A:D7:12:1F
17941;20287;MODULO RINCON DEL INDIO | MODULO RINCON DEL INDIO;10:68:38:4C:9:331
300011;21220;MODULO SAN ALEJO 4474 | MODULO SAN ALEJO 4474;54:B2:03:F2:CB:E1
17786;20257;MODULO TIENDA NUEVA  | MODULO TIENDA NUEVA;1C:69:7A:17:4E:31
17756;20310;MODULO VILLA CARMELITA 1 | MODULO LAS DELICIAS;F8:B4:6A:B1:93:4F
17757;302709;MODULO VILLA CARMELITA 2 | MODULO VILLA CARMELITA;1C:69:7A:1C:0D:1D
17705;20274;MONTOYA | MONTOYA;30:9C:23:DC:1E:F5
17733;20251;MONTOYA DOS | MONTOYA DOS;2C:F0:5D:EA:8A:1F
17276;20031;MULTIFAMILIARES CENTAUROS | MULTIFAMILIARES CENTAUROS;D8:CB:8A:50:C0:20
300010;300024;NO SIRVE  | NO SIRVE ;30:9C:23:9F:00:00
17370;20162;NUEVA COLOMBIA | NUEVA COLOMBIA;C0:3F:D5:54:8F:C9
19002;21187;NUEVA OFICINA PRINCIPAL 1 GUAMAL-3512 | NUEVA OFICINA PRINCIPAL 1 GUAMAL;2C:F0:5D:EA:8A:19
17915;21184;NUEVA PRINCIPAL DE PTO LOPEZ 1 | NUEVA PRINCIPAL DE PTO LOPEZ 1;A8:A1:59:B0:C7:77
17916;302705;NUEVA PRINCIPAL DE PTO LOPEZ 2 | NUEVA PRINCIPAL DE PTO LOPEZ ;30:9C:23:DC:19:CB
300605;302746;NUEVA PRINCIPAL SAN JUAN | NUEVA PRINCIPAL DE SAN JUAN;9C:6B:00:19:39:68
17893;20255;NUEVA PRINCIPAL SAN MARTIN E2 | NUEVA PRINCIPAL SAN MARTIN E2;2C:F0:5D:EA:8A:63
17892;20262;NUEVA PRINCIPAL SAN MARTIN  | NUEVA PRINCIPAL  SAN MARTIN;04:7C:16:B4:3C:2B
17674;20341;NUEVA VICTORIA | NUEVA VICTORIA;30:9C:23:1F:E:73
17674;300011;NUEVA VICTORIA | NUEVA VICTORIA;30:9C:23:1F:0E:73
17262;20017;NUEVO HORIZONTE | NUEVO HORIZONTE;30:9C:23:9A:7C:F8
300014;300033;NVA OFICINA PRINCIPAL GUAMAL2 - 3513 | NUEVA PRINCIPAL 2 GUAMAL ;00:D8:61:03:1F:04
17307;20052;OFICINA AMARILO | OFICINA AMARILO;30:9C:23:DC:1E:A7
17273;20171;OFICINA CATUMARE | OFICINA CATUMARE;2C:F0:5D:EA:FD:82
17693;20353;OFICINA CRA 23 ACACIAS | OFICINA CRA 23 ACACIAS;2C:F0:5D:EA:8A:12
300005;300014;OFICINA EL CALVARIO-1680 | OFICINA EL CALVARIO 1680;2C:F0:5D:EA:F8:10
17280;20033;OFICINA LA MADRID | OFICINA LA MADRID;30:9C:23:DC:2A:9F
17303;20049;OFICINA LA MADRID  E | OFICINA LA MADRID 3 E2;1C:69:7A:1C:0C:A7
17864;20213;OFICINA LEJANIAS | OFICINA LEJANIAS ;A8:A1:59:99:2F:A7
17876;20245;OFICINA LEJANIAS DOS | OFICINA LEJANIAS DOS ;A8:A1:59:99:2F:E3
17914;21139;OFICINA POLIPAN 5 | POLIPAN;6C:62:6D:F6:38:D5
17294;20042;OFICINA PORFIA  | OFICINA PORFIA 5;94:C6:91:35:45:FA
17874;20288;OFICINA PUERTO CALDAS | OFICINA PUERTO CALDAS;A8:A1:59:99:32:0A
300006;300013;OFICINA SAN JUANITO-1681 | OFICINA SAN JUANITO 1681;A8:A1:59:66:0C:D9
17782;20366;OFICINA SAN LORENZO | OFICINA SAN LORENZO;30:9C:23:9A:7C:A3
17290;20039;OFICINA VILLA HERMOSA | OFICINA VILLA HERMOSA;D8:BB:C1:95:C2:DB
17964;21157;PACHAQUIARO DOS | PACHAQUIARO DOS;30:9C:23:9A:7C:4C
17027;19683;PAGO PREMIOS  1 | PAGO PREMIOS 1;00:D8:61:03:21:E9
17028;19682;PAGO PREMIOS  2 | PAGO PREMIOS 2;00:D8:61:03:1D:71
17672;20325;PALERMO | PALERMO;04:7C:16:B4:3C:95
16172;20379;PAN ANDRES | PAN ANDRES;A8:A1:59:78:74:B5
17657;20315;PANADERIA LA 14 BARRIO SAN JOS | PANADERIA LA 14 BARRIO SAN JOS;A8:A1:59:99:2F:A0
17061;21127;PANORAMA | PANORAMA;30:9C:23:9A:7C:4F
17680;20311;PARQUE 2 ACACIAS | PARQUE 2 ACACIAS;30:9C:23:1F:0D:FD
17221;19934;PARQUE DEL HACHA | PARQUE DEL HACHA;70:85:C2:D2:96:F7
2884;3056;PDV PRUEBAS PISO DIEZ | PDV PRUEBAS PISO 10;1C:1B:0D:5B:8F:5A
2884;12588;PDV PRUEBAS PISO DIEZ | PCSTIVENLINUXPRUEBAS;2C:F0:5D:22:DE:F0
17661;300008;PELUQUERIA DONA ELENA | PELUQUERIA DONA ELENA;D8:BB:C1:04:22:93
17026;19935;PARQUE HACHA  | PARQUE HACHA 2;04:7C:16:B4:3C:08
17026;21146;PARQUE HACHA  | PARQUE HACHA 2;04:7C:16:B4:3C:BC
17026;21147;PARQUE HACHA  | PARQUE HACHA 2;04:7C:16:B4:3C:8C
17230;21117;PARQUEADERO LA AVENIDA  1 | PARQUEADERO LA AVENIDA 1;30:9C:23:DC:22:2F
17231;21118;PARQUEADERO LA AVENIDA  2 | PARQUEADERO LA AVENIDA 2;D8:BB:C1:95:CE:5C
17963;21155;POMPEYA BAJO | POMPEYA BAJO;9C:6B:00:46:F4:87
17275;21091;PORFIA  1 | PORFIA 6;D8:BB:C1:04:39:2F
17275;20028;PORFIA  1 | PORFIA 6;D8:BB:C1:4:39:2F
17292;20041;PORFIA  2 | PORFIA 7;A8:A1:59:66:E:81
17292;21092;PORFIA  2 | PORFIA 7;A8:A1:59:66:0E:81
17264;20019;PORFIA CUATRO | PORFIA CUATRO;4C:CC:6A:A:55:B0
17264;21090;PORFIA CUATRO | PORFIA 4;30:9C:23:DC:2A:3E
17263;20018;PORFIA DOS | PORFIA DOS;A8:A1:59:B0:C7:E3
17289;20038;PORFIA UNO | PORFIA UNO ;30:9C:23:DC:19:C2
17066;21120;PORVENIR | PORVENIR;30:9C:23:1F:0D:7B
17774;20358;PPAL SAN CARLOS GUAROA E2 | PPAL SAN CARLOS GUAROA E2;04:7C:16:B4:3C:29
2875;21244;PRIMAVERA URBANA 1 | PRIMAVERA URBANA;7C:4D:8F:A4:8A:50
2878;3052;PRIMAVERA URBANA APOYO 1 | PRIMAVERA URBANA APOYO ;C8:5A:CF:AC:8D:88
2880;17616;PRIMAVERA URBANA APOYO E2  | PRIMAVERA SUPERFLEX URBANAE2;BC:0F:F3:70:E4:BD
2880;300025;PRIMAVERA URBANA APOYO E2  | PRUEBAS BRAYAN;74:86:E2:14:A4:75
2880;300026;PRIMAVERA URBANA APOYO E2  | DELLPRUEBASSUPERFLEXPRIMAVERA;4C:00:00:00:FD:01
16186;20374;PRINCIPAL  CUMARAL 1 | PRINCIPAL 2 CUMARAL;2C:F0:5D:EA:8A:BD
16187;20375;PRINCIPAL  CUMARAL 2 | PRINCIPAL 1 CUMARAL;1C:69:7A:17:4F:DB
16436;20373;PRINCIPAL  RESTREPO | PRINCIPAL 1 RESTREPO ;D8:BB:C1:DE:9E:5A
17651;20318;PRINCIPAL 1 ACACIAS | PRINCIPAL 1 ACACIAS ;2C:F0:5D:EA:F8:A2
17767;20334;PRINCIPAL 1 CUBARRAL | PRINCIPAL 1 CUBARRAL;30:9C:23:9F:0C:91
17703;20208;PRINCIPAL 1 GRANADA | PRINCIPAL 1 GRANADA;00:D8:61:03:20:68
17807;20289;PRINCIPAL 1 PTO LLERAS | PRINCIPAL 1 PTO LLERAS;D8:BB:C1:95:C2:D9
17886;20200;PRINCIPAL 1 SAN MARTIN | PRINCIPAL 1 SAN MARTIN;2C:F0:5D:EA:8A:1E
17650;21143;PRINCIPAL 2 ACACIAS | PRINCIPAL 2 ACACIAS;A8:A1:59:78:7E:EA
17650;20317;PRINCIPAL 2 ACACIAS | PRINCIPAL 2 ACACIAS;D8:BB:C1:04:22:71
17771;20351;PRINCIPAL 2 CASTILLA | PRINCIPAL 2 CASTILLA;00:D8:61:03:35:6E
17768;20323;PRINCIPAL 2 CUBARRAL | PRINCIPAL 2 CUBARRAL;1C:69:7A:1C:0C:77
17704;20214;PRINCIPAL 2 GRANADA | PRINCIPAL 2 GRANADA ;A8:A1:59:66:0C:73
19001;21181;PRINCIPAL 2 GUAMAL-1380 | PRINCIPAL 2 GUAMAL;30:9C:23:9B:14:78
17848;20263;PRINCIPAL 2 MESETAS | PRINCIPAL 2 MESETAS;94:C6:91:35:45:D8
17901;21142;PRINCIPAL 2 PTO LOPEZ | PRINCIPAL 2 PTO LOPEZ;70:85:C2:D2:96:ED
16288;20369;PRINCIPAL 2 RESTREPO | PRINCIPAL 2 RESTREPO ;1C:69:7A:17:4E:27
17887;20201;PRINCIPAL 2 SAN MARTIN | PRINCIPAL 2 SAN MARTIN;04:7C:16:B4:3C:92
17859;20290;PRINCIPAL 3 MACARENA | PRINCIPAL 3 MACARENA;A8:A1:59:66:D:2E
17859;300001;PRINCIPAL 3 MACARENA | PRINCIPAL 3 MACARENA;04:7C:16:B4:3C:91
17770;20326;PRINCIPAL CASTILLA | PRINCIPAL CASTILLA ;A8:A1:59:78:73:29
17770;21159;PRINCIPAL CASTILLA | PRINCIPAL CASTILLA 1152;30:9C:23:DC:1C:10
17781;20359;PRINCIPAL DINAMARCA | PRINCIPAL DINAMARCA;00:D8:61:03:19:D7
17794;20210;PRINCIPAL DOS  PUERTO RICO | PRINCIPAL DOS PUERTO RICO ;04:7C:16:B4:3C:1F
17832;20212;PRINCIPAL DOS  VISTAHERMOSA | PRINCIPAL DOS VISTAHERMOSA;A8:A1:59:66:0D:26
17857;20301;PRINCIPAL DOS MACARENA | PRINCIPAL DOS MACARENA;A8:B1:3B:7A:93:30
17802;20211;PRINCIPAL DOS PUERTO LLERAS | PRINCIPAL DOS PUERTO LLERAS;00:D8:61:03:36:4F
19000;300028;PRINCIPAL E2 EL CASTILLO (ADMIN)-3783 | PRINCIPAL CASTILLO E2;D8:BB:C1:95:C2:BE
17811;20219;PRINCIPAL FUENTE DE ORO | PRINCIPAL FUENTE DE ORO;5C:60:BA:56:FB:5C
17818;21164;PRINCIPAL FUENTE DE ORO 2 1 | PRINCIPAL FUENTE DE ORO 2;00:D8:61:03:1D:DD
17818;20283;PRINCIPAL FUENTE DE ORO 2 1 | PRINCIPAL FUENTE DE ORO  2;A8:A1:59:99:32:AE
17967;21186;PRINCIPAL LA CRISTALINA | PRINCIPAL LA CRISTALINA;9C:6B:00:19:39:F1
17862;20224;PRINCIPAL LA URIBE | PRINCIPAL LA URIBE ;D8:BB:C1:04:22:4A
17855;20222;PRINCIPAL MACARENA | PRINCIPAL MACARENA;A8:A1:59:B0:C8:A9
